work_id,work_status,reported_progress_pct,visual_progress_pct,visual_consistency_score,visual_mismatch_score,image_evidence_status,data_source
WS/MP18219/2025-2026/137948-Lighting of public spaces,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137949-Lighting of public spaces,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137950-Lighting of public spaces,Vendor Identification,10,2,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137951-Lighting of public spaces,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137952-Lighting of public spaces,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137953-Lighting of public spaces,Work Completed,100,98,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137954-Lighting of public spaces,Work Completed,100,94,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137955-Lighting of public spaces,Work Completed,100,93,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137956-Lighting of public spaces,Work Completed,100,97,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137957-Lighting of public spaces,Work Completed,100,94,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137958-Lighting of public spaces,Work Completed,100,91,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137959-Lighting of public spaces,Work Completed,100,95,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137960-Lighting of public spaces,Work Completed,100,94,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137961-Lighting of public spaces,Work Completed,100,20,15.0,85.0,VISUAL REVIEW RECOMMENDED — Severe discrepancy between reported progress and site photograph evidence.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137962-Lighting of public spaces,Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137963-Lighting of public spaces,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137964-Lighting of public spaces,Vendor Identification,10,4,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137965-Lighting of public spaces,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137966-Lighting of public spaces,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137967-Lighting of public spaces,Vendor Identification,10,1,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137968-Lighting of public spaces,Work Completed,100,93,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137969-Lighting of public spaces,Vendor Identification,10,3,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137970-Lighting of public spaces,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137971-Lighting of public spaces,Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137972-Lighting of public spaces,Vendor Identification,10,6,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18219/2025-2026/137973-Lighting of public spaces,Vendor Identification,10,5,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137974-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137975-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137976-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137977-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137978-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137979-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137980-Lighting of public spaces,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137981-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137982-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137983-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137984-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137985-Lighting of public spaces,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137986-Lighting of public spaces,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137987-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137988-Lighting of public spaces,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137989-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137990-Lighting of public spaces,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137991-Lighting of public spaces,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137992-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137993-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137994-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137995-Lighting of public spaces,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137996-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137997-Lighting of public spaces,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137998-Lighting of public spaces,Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/137999-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138000-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138001-Lighting of public spaces,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138002-Lighting of public spaces,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138003-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138004-Lighting of public spaces,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138005-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138006-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138007-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138008-Lighting of public spaces,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138009-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138010-Lighting of public spaces,Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138011-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138012-Lighting of public spaces,Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138013-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138014-Lighting of public spaces,Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138015-Lighting of public spaces,Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138016-Lighting of public spaces,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18206/2024-2025/138017-Lighting of public spaces,Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138018-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138021-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138024-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP423/2024-2025/138025-Providing drains and gutters for public drainage,Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138026-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138027-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138028-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138029-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138030-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138031-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138039-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138040-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138041-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138042-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138043-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138044-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138045-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138046-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,17,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138047-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138048-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138049-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138050-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138051-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138052-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138053-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP423/2024-2025/138054-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138055-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138056-Installing hand pumps,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138057-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138058-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,16,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138060-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138061-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138062-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138063-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138064-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138065-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,19,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138066-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138067-Installing hand pumps,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138068-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138069-Construction of community centers and community halls,Physical Inspection,25,23,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138070-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138071-Installing hand pumps,Physical Inspection,25,18,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138072-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,100,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138073-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,20,15.0,85.0,VISUAL REVIEW RECOMMENDED — Severe discrepancy between reported progress and site photograph evidence.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138074-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,21,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138075-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Work partially Completed,60,52,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138076-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138077-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,10,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138078-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138079-Construction of community centers and community halls,Physical Inspection,25,20,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138080-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,22,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138081-Construction of roads, link roads, pathways or any other road with or without drainage system",Sanction,10,7,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138083-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,92,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138084-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,57,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138087-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,25,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138088-Construction of roads, link roads, pathways or any other road with or without drainage system",Vendor Identification,10,8,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138089-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,100,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138090-Construction of roads, link roads, pathways or any other road with or without drainage system",Work partially Completed,60,59,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138091-Construction of roads, link roads, pathways or any other road with or without drainage system",Physical Inspection,25,24,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
"WS/MP18161/2024-2025/138092-Construction of roads, link roads, pathways or any other road with or without drainage system",Work Completed,100,97,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138093-Installing hand pumps,Work partially Completed,60,57,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138094-Installing hand pumps,Work partially Completed,60,55,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
WS/MP18161/2024-2025/138095-Installing hand pumps,Work partially Completed,60,60,85.0,15.0,VISUAL VERIFIED — Site photograph evidence aligns with reported physical progress.,DEMO / SIMULATED EVIDENCE
