project_id,total_paid,sanction_amount,max_progress,payment_count,overrun_ratio,payment_anomaly_score,payment_reason,data_source
"WS/MP18278/2024-2025/134674-Construction of roads, link roads, pathways or any other road with or without drainage system",698600.0,998000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135168-Street lights,993000.0,993000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135169-Street lights,695100.0,993000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135170-Street lights,993000.0,993000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135505-Construction of roads, link roads, pathways or any other road with or without drainage system",700000.0,1000000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135506-Construction of roads, link roads, pathways or any other road with or without drainage system",700000.0,1000000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135507-Construction of roads, link roads, pathways or any other road with or without drainage system",1000000.0,1000000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP18336/2024-2025/135508-Construction of roads, link roads, pathways or any other road with or without drainage system",1000000.0,1000000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134123-Construction of rooms and halls in school and colleges,3318131.5999999996,4740188.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134136-Construction of roads, link roads, pathways or any other road with or without drainage system",1303959.0,1303959.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134137-Construction of buildings for community cultural activities,358603.69999999995,512291.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP345/2024-2025/134140-Construction of roads, link roads, pathways or any other road with or without drainage system",293492.0,293492.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134143-Construction of buildings for community cultural activities,1182588.0,1182588.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134144-Construction of buildings for community cultural activities,338444.0,338444.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/134145-Construction of buildings for community cultural activities,67806.9,96867.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135013-Construction of buildings for community cultural activities,1750000.0,2500000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135014-Construction of public libraries and reading rooms,1000000.0,1000000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135018-Construction of community centers and community halls,3000000.0,3000000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135019-Construction of buildings for crèches and anganwadies,1735634.8399999999,2479478.34,100,2,0.7000000008066213,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135021-Construction of bus-sheds or bus-stops,500000.0,500000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP389/2024-2025/134429-Construction of buildings for community cultural activities,2257000.0,2257000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP418/2024-2025/133409-Construction of roads, link roads, pathways or any other road with or without drainage system",313688.9,448127.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133940-Construction of bus-sheds or bus-stops,1015700.0,1451000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133941-Construction of bus-sheds or bus-stops,1015700.0,1451000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133944-Construction of bus-sheds or bus-stops,1451000.0,1451000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133945-Construction of bus-sheds or bus-stops,1305900.0,1451000.0,40,2,0.9,50.0,Premature high disbursement (90%) for low reported progress (40%).,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133946-Construction of bus-sheds or bus-stops,1451000.0,1451000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133947-Street lights,695800.0,994000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133949-Construction of bus-sheds or bus-stops,1015700.0,1451000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133955-Construction of bus-sheds or bus-stops,1015700.0,1451000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133959-Construction of bus-sheds or bus-stops,1015700.0,1451000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133960-Construction of bus-sheds or bus-stops,1451000.0,1451000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133961-Construction of rainwater harvesting structures,767200.0,1096000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133962-Construction of rainwater harvesting structures,1096000.0,1096000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133963-Construction of rainwater harvesting structures,1096000.0,1096000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133964-Construction of bus-sheds or bus-stops,1451000.0,1451000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133965-Construction of rainwater harvesting structures,767200.0,1096000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133966-Construction of rainwater harvesting structures,1096000.0,1096000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133967-Construction of rainwater harvesting structures,767200.0,1096000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133968-Construction of rainwater harvesting structures,767200.0,1096000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133969-Construction of rainwater harvesting structures,1096000.0,1096000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133970-Construction of rainwater harvesting structures,1096000.0,1096000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133971-Installing community drinking water plants,239686.0,239686.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133973-Street lights,695800.0,994000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133975-Street lights,994000.0,994000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP423/2024-2025/133976-Street lights,894600.0,994000.0,40,2,0.9,50.0,Premature high disbursement (90%) for low reported progress (40%).,DEMO / SIMULATED DATA
"WS/MP431/2024-2025/135463-Construction of roads, link roads, pathways or any other road with or without drainage system",700000.0,1000000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP431/2024-2025/135540-Retrofitting in essential lifeline buildings,770000.0,1100000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134327-Street lights,346475.0,346475.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134328-Street lights,345679.0,345679.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134329-Construction of common work sheds/ common covered sitting area,349771.1,499673.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134330-Street lights,242533.9,346477.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134331-Construction of common work sheds/ common covered sitting area,349776.0,499680.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134332-Construction of community centers and community halls,1399191.5,1998845.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134334-Providing drains and gutters for public drainage,314954.5,449935.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134337-Installing community drinking water plants,238772.0,238772.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134338-Construction of common work sheds/ common covered sitting area,349500.0,349500.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134780-Street lights,159212.2,227446.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134781-Street lights,159212.2,227446.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134782-Street lights,159212.2,227446.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134783-Street lights,227446.0,227446.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134784-Street lights,159212.2,227446.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134785-Street lights,159228.3,227469.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134786-Street lights,159228.3,227469.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134787-Street lights,159228.3,227469.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134788-Street lights,159228.3,227469.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134789-Street lights,227469.0,227469.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134790-Street lights,227469.0,227469.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134791-Street lights,159228.3,227469.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134792-Street lights,227469.0,227469.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134793-Street lights,159228.3,227469.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134826-Installing community drinking water plants,312408.0,312408.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134827-Installing community drinking water plants,310393.0,310393.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134828-Street lights,227469.0,227469.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134829-Street lights,159212.2,227446.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134837-Street lights,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134838-Street lights,174737.5,249625.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135678-Construction of common work sheds/ common covered sitting area,349885.9,499837.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135679-Street lights,349964.0,349964.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135680-Street lights,349842.0,349842.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135681-Street lights,242565.4,346522.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135682-Street lights,349952.0,349952.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP492/2024-2025/134981-Construction of bus-sheds or bus-stops,9900000.0,9900000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP492/2024-2025/134984-Lighting of public spaces,26535600.0,37908000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP498/2024-2025/133447-Construction of culverts and bridges,1122069.9,1602957.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134677-Street lights,304500.0,435000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134680-Street lights,304500.0,435000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134684-Street lights,435000.0,435000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134687-Street lights,304500.0,435000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134688-Street lights,304500.0,435000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2024-2025/134689-Street lights,435000.0,435000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134707-Street lights,304500.0,435000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134708-Street lights,434956.0,434956.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134709-Street lights,304469.2,434956.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134710-Street lights,304500.0,435000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP508/2025-2026/134711-Street lights,435000.0,435000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP552/2024-2025/134699-Construction of footpaths and pedestrian ways,1043994.0,1491420.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP552/2024-2025/134702-Construction of common work sheds/ common covered sitting area,954452.8,1363504.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133575-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133576-Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133578-Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133584-Construction of roads, link roads, pathways or any other road with or without drainage system",249291.0,249291.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133585-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133586-Construction of roads, link roads, pathways or any other road with or without drainage system",249291.0,249291.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133588-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133592-Construction of roads, link roads, pathways or any other road with or without drainage system",174503.7,249291.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133597-Construction of roads, link roads, pathways or any other road with or without drainage system",174503.7,249291.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133598-Construction of roads, link roads, pathways or any other road with or without drainage system",174503.7,249291.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133600-Construction of roads, link roads, pathways or any other road with or without drainage system",174503.7,249291.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133601-Construction of roads, link roads, pathways or any other road with or without drainage system",174503.7,249291.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133606-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133607-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133608-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133612-Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2024-2025/133772-Providing drains and gutters for public drainage,202680.0,225200.0,40,2,0.9,50.0,Premature high disbursement (90%) for low reported progress (40%).,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133773-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",328900.0,328900.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2024-2025/133774-Construction of roads, link roads, pathways or any other road with or without drainage system",288400.0,288400.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2024-2025/133775-Construction of public irrigation facilities,204820.0,292600.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2024-2025/133776-Construction of public irrigation facilities,202860.0,289800.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133549-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133550-Construction of roads, link roads, pathways or any other road with or without drainage system",245697.0,245697.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133551-Construction of roads, link roads, pathways or any other road with or without drainage system",242105.0,242105.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133552-Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,250000.0,60,3,1.2,60.0,"Cumulative payments (₹ 300,000) exceed sanctioned amount (₹ 250,000).",DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133553-Construction of roads, link roads, pathways or any other road with or without drainage system",171987.90000000002,245697.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133554-Construction of shelters for animals,245098.0,245098.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133556-Construction of roads, link roads, pathways or any other road with or without drainage system",245697.0,245697.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133557-Construction of public irrigation facilities,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133558-Construction of roads, link roads, pathways or any other road with or without drainage system",171987.90000000002,245697.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133559-Construction of roads, link roads, pathways or any other road with or without drainage system",171568.59999999998,245098.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133560-Construction of public irrigation facilities,245826.0,245826.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133561-Construction of public irrigation facilities,172078.2,245826.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133562-Construction of roads, link roads, pathways or any other road with or without drainage system",171987.90000000002,245697.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133563-Construction of roads, link roads, pathways or any other road with or without drainage system",171987.90000000002,245697.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133564-Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133565-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133566-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133567-Construction of roads, link roads, pathways or any other road with or without drainage system",245098.0,245098.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133568-Construction of roads, link roads, pathways or any other road with or without drainage system",245697.0,245697.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133569-Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133570-Providing drains and gutters for public drainage,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133571-Providing drains and gutters for public drainage,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133572-Construction of public irrigation facilities,245826.0,245826.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133573-Construction of roads, link roads, pathways or any other road with or without drainage system",294836.4,245697.0,60,3,1.2000000000000002,60.0,"Cumulative payments (₹ 294,836) exceed sanctioned amount (₹ 245,697).",DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133574-Construction of roads, link roads, pathways or any other road with or without drainage system",171987.90000000002,245697.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133577-Construction of public irrigation facilities,172078.2,245826.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133579-Construction of roads, link roads, pathways or any other road with or without drainage system",247496.0,247496.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133580-Construction of roads, link roads, pathways or any other road with or without drainage system",247496.0,247496.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133581-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133582-Construction of public irrigation facilities,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133583-Construction of public irrigation facilities,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133587-Construction of roads, link roads, pathways or any other road with or without drainage system",173247.2,247496.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133589-Construction of public irrigation facilities,250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133590-Construction of public irrigation facilities,175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133591-Construction of roads, link roads, pathways or any other road with or without drainage system",250000.0,250000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
WS/MP577/2025-2026/133593-Construction of public irrigation facilities,420000.0,350000.0,60,3,1.2,60.0,"Cumulative payments (₹ 420,000) exceed sanctioned amount (₹ 350,000).",DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133594-Construction of roads, link roads, pathways or any other road with or without drainage system",175000.0,250000.0,100,2,0.7,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133595-Construction of roads, link roads, pathways or any other road with or without drainage system",173247.2,247496.0,100,2,0.7000000000000001,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
"WS/MP577/2025-2026/133596-Construction of roads, link roads, pathways or any other road with or without drainage system",300000.0,300000.0,100,3,1.0,10.0,Standard payment milestone disbursement sequence.,DEMO / SIMULATED DATA
